t,X_t
0.6665,1.7748287307403103
0.667,1.7989370456537954
0.6675,1.801778866371749
0.668,1.7967969683776346
0.6685,1.7873881484777752
0.669,1.782999447236911
0.6695,1.7772546960955882
0.67,1.7804079885176227
0.6705,1.7834101433547014
0.671,1.7839045838878025
0.6715,1.7913222264744126
0.672,1.8108466786485773
0.6725,1.8266790386085707
0.673,1.8028749790815155
0.6735,1.7621426876584956
0.674,1.777309117320135
0.6745,1.7560245347683716
0.675,1.7529332943776987
0.6755,1.7350256625290015
0.6759999999999999,1.7074953111085887
0.6765,1.7161915674314676
0.677,1.7282737108248338
0.6775,1.71979399499894
0.6779999999999999,1.6803677403799155
0.6785,1.6725779607150297
0.679,1.678857490019537
0.6795,1.657069634771648
0.6799999999999999,1.6602015311465224
0.6805,1.6603892410790688
0.681,1.669407380721367
0.6815,1.6716102628064928
0.6819999999999999,1.6574794839871625
0.6825,1.6756329631794258
0.683,1.6736759384801159
0.6835,1.673685613622877
0.6839999999999999,1.6601331077336117
0.6845,1.653965983860774
0.685,1.6412901273927791
0.6855,1.639161576656193
0.6859999999999999,1.6646669079669898
0.6865,1.6446565182867523
0.687,1.6213317826370954
0.6875,1.6430714867524991
0.688,1.6404060175071478
0.6885,1.6309993249096304
0.6890000000000001,1.64657730981582
0.6895,1.6380697905379031
0.69,1.6652328000894268
0.6905,1.675746336176462
0.6910000000000001,1.6688522951336535
0.6915,1.7014709332020772
0.692,1.6926782776403144
0.6925,1.704336604000817
0.6930000000000001,1.7093251192158585
0.6935,1.7296543417358183
0.694,1.7542441123270764
0.6945,1.7551848324186
0.6950000000000001,1.743795834196382
0.6955,1.7514059613532205
0.696,1.7412273669159022
0.6965,1.773019188951885
0.6970000000000001,1.7756276709641763
0.6975,1.7702696518059968
0.698,1.7736364052817035
0.6985,1.752709156123399
0.6990000000000001,1.737915624549806
0.6995,1.7570098052855467
0.7,1.747125850206485
0.7005,1.731202795929572
0.7010000000000001,1.7399453148926416
0.7015,1.7588328743051347
0.702,1.770582781771787
0.7025,1.786799410190987
0.7030000000000001,1.7751512986916604
0.7035,1.7530203787976306
0.704,1.7769987812736756
0.7045,1.7723143704261672
0.7050000000000001,1.7687812285808093
0.7055,1.790236066523626
0.706,1.7995901796712745
0.7065,1.8073780576883927
0.7070000000000001,1.842828639024701
0.7075,1.8326823893601392
0.708,1.8483497242582663
0.7085,1.8497543607955567
0.709,1.8546605796652695
0.7095,1.88047937860983
0.71,1.889491051547078
0.7105,1.8990606935762098
0.711,1.9177527629492237
0.7115,1.9119722026741783
0.712,1.8980987039785029
0.7125,1.880835387076948
0.713,1.8482261627926584
0.7135,1.882679456200187
0.714,1.8645729830886935
0.7145,1.8613492248368397
0.715,1.85720605984028
0.7155,1.8627768034469059
0.716,1.8768336440039322
0.7165,1.8917475438015763
0.717,1.8823546329283523
0.7175,1.8800115116692273
0.718,1.8852331908399103
0.7185,1.8815110598498503
0.719,1.9090310488852522
0.7195,1.91789165130724
0.72,1.9309773238953736
0.7205,1.9429088140704964
0.721,1.9637870581718126
0.7215,1.9674575844286561
0.722,1.9451284802548545
0.7225,1.952568436645931
0.723,1.9416810845875878
0.7235,1.9329860593420594
0.724,1.943607043039829
0.7245,1.96561944330719
0.725,1.96648482449828
0.7255,1.9724084400685384
0.726,2.0029316052839126
0.7265,2.0077453747934446
0.727,2.0549678696508824
0.7275,2.0658757871392903
0.728,2.0338573136099183
0.7285,2.0480700962430207
0.729,2.0555643620517117
0.7295,2.0797910366875163
0.73,2.0928336497191626
0.7305,2.0907651181200904
0.731,2.068392977289267
0.7315,2.0650430890035647
0.732,2.04984997596702
0.7325,2.03971888029011
0.733,2.050966716872657
0.7335,2.0821128614112103
0.734,2.0899833510458583
0.7345,2.068150751111926
0.735,2.076892094603269
0.7355,2.0996402883002228
0.736,2.0887136256481336
0.7365,2.086732092316645
0.737,2.087527920201401
0.7375,2.0733946382100035
0.738,2.085935351029444
0.7385,2.0842002843386735
0.739,2.0925421130951896
0.7395,2.0764547092679475
0.74,2.0688491831136027
0.7404999999999999,2.0827335926241055
0.741,2.076308940387397
0.7415,2.108899587182298
0.742,2.1018886460184345
0.7424999999999999,2.106638160371355
0.743,2.1247370176639784
0.7435,2.0983132595134806
0.744,2.065791181690663
0.7444999999999999,2.0381180807546238
0.745,2.0616438648391804
0.7455,2.0519830649550133
0.746,2.0994479572091285
0.7464999999999999,2.0893773589505185
0.747,2.093348590518594
0.7475,2.1227455909726687
0.748,2.1613647869888255
0.7484999999999999,2.201757773844185
0.749,2.226104714723475
0.7495,2.2470512329759167
0.75,2.2595217429704846
0.7505,2.2758171270687044
0.751,2.265166405508428
0.7515000000000001,2.2491557715207624
0.752,2.2496501762987786
0.7525,2.246788221874416
0.753,2.2382419002712552
0.7535000000000001,2.252742750361886
0.754,2.2725545179767255
0.7545,2.274919645525022
0.755,2.305552418587767
0.7555000000000001,2.2825854786285777
0.756,2.2792023608551144
0.7565,2.2651591609295
0.757,2.227909046568184
0.7575000000000001,2.2268184437936287
0.758,2.224950270450223
0.7585,2.2556250057506686
0.759,2.2689154894042156
0.7595000000000001,2.2486980786936273
0.76,2.286551555924926
0.7605,2.312095211878063
0.761,2.3247110209950534
0.7615000000000001,2.3205829494253774
0.762,2.301249046429388
0.7625,2.2941632276598556
0.763,2.3170774761073636
0.7635000000000001,2.356713988147018
0.764,2.389833336985862
0.7645,2.3799814828957397
0.765,2.3567429563345006
0.7655000000000001,2.360301932557536
0.766,2.3235581622528922
0.7665,2.3308552964481484
0.767,2.328360820549
0.7675000000000001,2.319237471180614
0.768,2.2867369346356052
0.7685,2.297813382992213
0.769,2.2874396260793897
